Unnamed: 0,Year,Player,Pos,Age,Tm,G,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,WS,BPM,VORP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,TOV,PTS
18405,2007.0,Al Harrington,PF,26.0,TOT,78.0,14.8,0.54,6.5,15.4,10.9,9.8,1.3,0.7,12.4,4.3,-0.8,0.7,0.457,0.433,0.466,0.516,0.6940000000000001,496.0,149.0,65.0,24.0,169.0,1285.0
18406,2007.0,Al Harrington,PF,26.0,IND,36.0,13.4,0.5379999999999999,6.7,15.1,10.8,7.8,1.1,0.6,14.6,1.5,-1.7,0.1,0.45799999999999996,0.45799999999999996,0.45799999999999996,0.513,0.713,226.0,51.0,25.0,10.0,91.0,572.0
18407,2007.0,Al Harrington,PF,26.0,GSW,42.0,16.1,0.542,6.4,15.7,10.9,11.6,1.4,0.8,10.6,2.8,-0.1,0.7,0.456,0.41700000000000004,0.473,0.518,0.6809999999999999,270.0,98.0,40.0,14.0,78.0,713.0
18408,2007.0,Junior Harrington,PG,26.0,MEM,29.0,8.9,0.483,2.6,12.3,7.5,25.4,2.0,0.7,24.9,-0.2,-3.9,-0.3,0.41600000000000004,0.26899999999999996,0.45,0.442,0.674,68.0,89.0,21.0,5.0,52.0,152.0
18409,2007.0,Othella Harrington,PF,33.0,CHA,26.0,5.0,0.51,6.8,13.9,10.2,4.4,0.2,0.3,18.6,0.0,-8.1,-0.3,0.446,,0.446,0.446,0.773,38.0,6.0,1.0,1.0,15.0,67.0
18410,2007.0,Devin Harris,PG,23.0,DAL,80.0,16.0,0.574,2.7,8.5,5.7,22.9,2.5,0.8,17.1,6.5,1.9,2.1,0.49200000000000005,0.28,0.512,0.504,0.8240000000000001,196.0,296.0,96.0,21.0,146.0,813.0
18411,2007.0,David Harrison,C,24.0,IND,24.0,7.0,0.525,5.4,20.5,12.8,5.6,1.4,4.8,27.8,-0.2,-6.8,-0.2,0.517,,0.517,0.517,0.5,42.0,6.0,5.0,12.0,26.0,71.0
18412,2007.0,Jason Hart,PG,28.0,TOT,36.0,12.3,0.509,2.0,11.8,6.9,19.8,2.7,0.1,13.4,1.5,-0.6,0.3,0.446,0.24100000000000002,0.47700000000000004,0.462,0.894,98.0,103.0,44.0,1.0,38.0,249.0
18413,2007.0,Jason Hart,PG,28.0,SAC,13.0,14.5,0.617,2.3,15.6,8.8,16.9,1.5,0.0,10.3,0.3,-1.3,0.0,0.5,0.5,0.5,0.55,0.909,15.0,10.0,3.0,0.0,4.0,43.0
18414,2007.0,Jason Hart,PG,28.0,LAC,23.0,12.0,0.491,1.9,11.3,6.7,20.2,2.9,0.1,13.9,1.2,-0.5,0.3,0.43799999999999994,0.174,0.474,0.44799999999999995,0.889,83.0,93.0,41.0,1.0,34.0,206.0
18415,2007.0,Udonis Haslem,PF,26.0,MIA,79.0,13.7,0.523,9.2,21.6,15.5,6.6,1.1,0.8,12.0,5.1,-1.7,0.2,0.49200000000000005,0.0,0.495,0.49200000000000005,0.68,654.0,97.0,49.0,26.0,110.0,844.0
18416,2007.0,Trenton Hassell,SG,27.0,MIN,76.0,9.7,0.529,4.6,8.4,6.5,14.0,0.5,0.9,14.2,2.6,-1.8,0.1,0.49,0.24,0.505,0.49700000000000005,0.7829999999999999,243.0,203.0,22.0,26.0,80.0,512.0
18417,2007.0,Chuck Hayes,PF,23.0,HOU,78.0,13.9,0.5870000000000001,13.8,21.1,17.5,4.4,2.2,0.8,14.6,6.4,1.6,1.6,0.573,,0.573,0.573,0.618,521.0,47.0,70.0,18.0,64.0,439.0
18418,2007.0,Jarvis Hayes,SF,25.0,WAS,81.0,10.7,0.502,2.9,12.2,7.4,7.7,1.5,0.6,8.8,1.5,-3.4,-0.6,0.41,0.361,0.435,0.47100000000000003,0.845,210.0,80.0,48.0,13.0,56.0,585.0
18419,2007.0,Brendan Haywood,C,27.0,WAS,77.0,14.2,0.5710000000000001,12.5,19.2,15.8,4.1,1.0,3.9,16.7,3.4,-0.7,0.6,0.5579999999999999,,0.5579999999999999,0.5579999999999999,0.5479999999999999,477.0,47.0,34.0,88.0,90.0,511.0
18420,2007.0,Luther Head,SG,24.0,HOU,80.0,13.7,0.584,1.6,11.4,6.6,14.8,1.8,0.2,15.5,5.7,1.5,2.0,0.43700000000000006,0.441,0.431,0.564,0.79,252.0,194.0,76.0,5.0,137.0,872.0
18421,2007.0,Alan Henderson,PF,34.0,PHI,38.0,15.7,0.679,13.8,16.9,15.4,3.8,1.1,2.2,12.0,1.6,0.6,0.3,0.642,,0.642,0.642,0.7020000000000001,107.0,10.0,9.0,12.0,12.0,119.0
18422,2007.0,Walter Herrmann,PF,27.0,CHA,48.0,16.1,0.625,3.4,14.5,8.8,5.0,0.9,0.6,8.3,2.4,-1.3,0.2,0.527,0.461,0.563,0.608,0.774,139.0,26.0,17.0,7.0,32.0,442.0
18423,2007.0,Nene Hilario,C,24.0,DEN,64.0,17.8,0.611,10.0,19.4,14.7,7.1,1.8,2.5,16.5,5.3,1.5,1.5,0.57,0.0,0.5710000000000001,0.57,0.6890000000000001,449.0,77.0,62.0,59.0,127.0,783.0
18424,2007.0,Grant Hill,SG,34.0,ORL,65.0,16.3,0.5820000000000001,3.3,11.0,7.3,12.3,1.6,1.0,15.2,5.1,0.1,1.1,0.518,0.16699999999999998,0.525,0.52,0.765,237.0,138.0,61.0,25.0,144.0,934.0
18425,2007.0,Kirk Hinrich,PG,26.0,CHI,80.0,17.0,0.5589999999999999,1.3,9.7,5.5,29.2,1.8,0.6,13.9,10.1,2.9,3.5,0.44799999999999995,0.415,0.46299999999999997,0.514,0.835,274.0,500.0,100.0,23.0,191.0,1327.0
18426,2007.0,Robert Hite,SG,23.0,MIA,12.0,7.4,0.391,3.6,10.2,6.9,9.9,1.2,1.2,8.4,-0.2,-7.9,-0.2,0.317,0.217,0.37799999999999995,0.358,0.667,16.0,8.0,3.0,2.0,6.0,51.0
18427,2007.0,Julius Hodge,SG,23.0,TOT,9.0,14.0,0.545,3.6,10.7,7.1,25.4,3.1,0.0,17.9,0.2,-3.3,0.0,0.5,,0.5,0.5,0.75,8.0,12.0,4.0,0.0,3.0,15.0
18428,2007.0,Julius Hodge,SG,23.0,DEN,4.0,16.0,0.51,3.1,6.0,4.6,36.2,4.0,0.0,14.5,0.1,-2.1,0.0,0.4,,0.4,0.4,1.0,3.0,10.0,3.0,0.0,1.0,6.0
18429,2007.0,Julius Hodge,SG,23.0,MIL,5.0,11.4,0.5710000000000001,4.2,17.0,10.5,11.1,1.9,0.0,20.2,0.0,-5.0,0.0,0.5710000000000001,,0.5710000000000001,0.5710000000000001,0.5,5.0,2.0,1.0,0.0,2.0,9.0
18430,2007.0,Ryan Hollins,C,22.0,CHA,27.0,8.5,0.597,6.8,13.2,9.9,0.9,1.1,2.9,23.0,0.2,-6.9,-0.2,0.556,,0.556,0.556,0.6,31.0,1.0,4.0,7.0,16.0,64.0
18431,2007.0,Robert Horry,PF,36.0,SAS,68.0,11.9,0.48,8.2,16.1,12.3,10.1,2.1,2.7,13.6,2.9,2.8,1.4,0.359,0.336,0.392,0.45799999999999996,0.594,229.0,77.0,45.0,41.0,44.0,268.0
18432,2007.0,Eddie House,SG,28.0,NJN,56.0,15.0,0.536,1.8,9.7,5.7,13.1,1.5,0.3,5.8,1.9,-2.1,0.0,0.428,0.429,0.42700000000000005,0.517,0.917,92.0,67.0,27.0,3.0,27.0,468.0
18433,2007.0,Dwight Howard,C,21.0,ORL,82.0,21.1,0.619,11.8,28.9,20.5,9.5,1.2,4.2,21.4,9.7,3.6,4.3,0.603,0.5,0.603,0.603,0.586,1008.0,158.0,70.0,156.0,317.0,1443.0
18434,2007.0,Josh Howard,SF,26.0,DAL,70.0,20.0,0.5479999999999999,6.5,16.6,11.7,9.2,1.8,1.7,9.3,8.8,2.8,3.0,0.45899999999999996,0.385,0.48,0.501,0.8270000000000001,475.0,127.0,82.0,56.0,123.0,1321.0
18435,2007.0,Juwan Howard,PF,33.0,HOU,80.0,12.8,0.517,7.5,17.9,12.7,10.5,0.7,0.3,13.0,4.9,-1.8,0.1,0.465,,0.465,0.465,0.8240000000000001,470.0,131.0,29.0,8.0,112.0,773.0
18436,2007.0,Troy Hudson,PG,30.0,MIN,34.0,10.8,0.483,1.8,8.4,5.2,21.4,1.3,0.3,16.1,0.1,-4.7,-0.4,0.379,0.35,0.4,0.451,0.813,48.0,73.0,14.0,2.0,40.0,202.0
18437,2007.0,Larry Hughes,SG,28.0,CLE,70.0,12.1,0.48,1.8,10.4,6.0,16.4,1.8,0.8,12.4,3.9,-0.5,1.0,0.4,0.33299999999999996,0.42,0.439,0.6759999999999999,267.0,256.0,89.0,26.0,154.0,1045.0
18438,2007.0,Kris Humphries,PF,21.0,TOR,60.0,13.5,0.516,13.5,19.3,16.4,4.2,1.1,2.4,12.7,1.5,-2.7,-0.1,0.47,,0.47,0.47,0.6709999999999999,187.0,18.0,14.0,21.0,32.0,227.0
18439,2007.0,Lindsey Hunter,PG,36.0,DET,52.0,12.7,0.495,1.4,6.1,3.7,20.3,2.5,0.7,11.9,1.3,-1.4,0.1,0.385,0.319,0.44799999999999995,0.46299999999999997,0.909,47.0,93.0,34.0,7.0,35.0,256.0
18440,2007.0,Steven Hunter,PF,25.0,PHI,70.0,12.3,0.573,8.6,16.5,12.5,2.6,0.4,3.7,14.2,2.8,-1.9,0.1,0.5770000000000001,,0.5770000000000001,0.5770000000000001,0.49,335.0,26.0,13.0,76.0,65.0,450.0
18441,2007.0,Andre Iguodala,SG,23.0,PHI,76.0,18.1,0.562,3.0,14.0,8.5,23.8,2.6,0.8,17.5,7.7,3.4,4.1,0.447,0.31,0.47200000000000003,0.47100000000000003,0.82,434.0,432.0,152.0,33.0,261.0,1386.0
18442,2007.0,Zydrunas Ilgauskas,C,31.0,CLE,78.0,18.0,0.527,12.9,20.0,16.4,10.2,1.2,3.6,13.8,6.6,2.0,2.1,0.485,0.0,0.486,0.485,0.807,599.0,123.0,48.0,98.0,141.0,925.0
18443,2007.0,Mile Ilic,C,22.0,NJN,5.0,-48.6,0.0,0.0,19.5,9.8,0.0,0.0,0.0,50.0,-0.2,-53.6,-0.1,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0
18444,2007.0,Didier Ilunga-Mbenga,C,26.0,DAL,21.0,7.2,0.435,4.7,11.9,8.4,10.9,2.0,4.8,20.4,0.1,-1.6,0.0,0.313,,0.313,0.313,0.875,11.0,6.0,3.0,5.0,5.0,17.0
18445,2007.0,Ersan Ilyasova,PF,19.0,MIL,66.0,12.1,0.5,6.9,16.0,11.4,7.8,1.4,1.4,11.3,1.0,-3.4,-0.4,0.38299999999999995,0.365,0.395,0.457,0.787,189.0,49.0,27.0,17.0,51.0,402.0
18446,2007.0,Allen Iverson*,SG-PG,31.0,TOT,65.0,19.6,0.54,1.0,6.9,4.0,29.6,2.2,0.3,14.5,6.2,0.8,1.9,0.442,0.315,0.465,0.466,0.795,193.0,468.0,123.0,13.0,268.0,1709.0
18447,2007.0,Allen Iverson*,PG,31.0,PHI,15.0,23.5,0.529,1.3,6.4,3.8,34.0,2.7,0.1,13.0,1.6,2.0,0.6,0.413,0.226,0.444,0.429,0.885,41.0,109.0,33.0,1.0,66.0,468.0
18448,2007.0,Allen Iverson*,SG,31.0,DEN,50.0,18.4,0.545,0.9,7.1,4.0,28.3,2.1,0.4,15.1,4.6,0.4,1.3,0.45399999999999996,0.34700000000000003,0.473,0.48,0.759,152.0,359.0,90.0,12.0,202.0,1241.0
18449,2007.0,Royal Ivey,PG,25.0,ATL,53.0,9.6,0.496,3.3,8.1,5.7,14.1,2.4,0.6,16.4,0.3,-4.4,-0.3,0.44799999999999995,0.313,0.465,0.465,0.6859999999999999,51.0,45.0,24.0,4.0,31.0,157.0
18450,2007.0,Jarrett Jack,PG,23.0,POR,79.0,14.5,0.5710000000000001,0.8,9.1,4.9,26.2,1.8,0.3,18.4,4.8,-0.1,1.3,0.45399999999999996,0.35,0.49,0.499,0.871,208.0,417.0,86.0,9.0,187.0,946.0
18451,2007.0,Bobby Jackson,SG,33.0,NOK,56.0,15.1,0.5,3.6,12.1,7.7,17.9,2.0,0.4,11.6,2.5,0.1,0.7,0.39399999999999996,0.327,0.425,0.446,0.774,178.0,141.0,50.0,6.0,78.0,592.0
18452,2007.0,Luke Jackson,SF,25.0,TOT,13.0,10.3,0.511,1.7,6.9,4.3,14.9,1.9,0.6,13.0,0.1,-3.1,0.0,0.442,0.294,0.5379999999999999,0.5,0.556,10.0,13.0,5.0,1.0,7.0,48.0
18453,2007.0,Luke Jackson,SF,25.0,LAC,3.0,-6.0,0.188,0.0,7.4,3.7,37.5,0.0,0.0,11.1,-0.1,-16.1,-0.1,0.125,0.25,0.0,0.188,,1.0,4.0,0.0,0.0,1.0,3.0
18454,2007.0,Luke Jackson,SF,25.0,TOR,10.0,12.5,0.578,1.9,6.8,4.3,11.9,2.1,0.6,13.3,0.2,-1.4,0.0,0.514,0.308,0.636,0.5710000000000001,0.556,9.0,9.0,5.0,1.0,6.0,45.0
18455,2007.0,Marc Jackson,PF,32.0,NOK,56.0,11.9,0.47100000000000003,6.8,15.0,10.8,9.6,1.1,0.5,13.0,0.7,-4.6,-0.7,0.41,0.0,0.41100000000000003,0.41,0.8740000000000001,192.0,58.0,21.0,7.0,65.0,408.0
18456,2007.0,Stephen Jackson,SF-SG,28.0,TOT,75.0,14.4,0.54,2.7,7.5,5.0,18.8,1.7,1.0,14.5,4.1,-0.6,0.9,0.433,0.322,0.488,0.486,0.813,222.0,287.0,84.0,34.0,183.0,1161.0
18457,2007.0,Stephen Jackson,SG,28.0,IND,37.0,13.1,0.527,1.6,7.8,4.6,16.7,1.4,1.3,14.1,1.7,-1.3,0.2,0.419,0.297,0.47600000000000003,0.466,0.8220000000000001,95.0,114.0,33.0,20.0,81.0,521.0
18458,2007.0,Stephen Jackson,SF,28.0,GSW,38.0,15.7,0.55,3.7,7.2,5.4,20.6,1.9,0.8,14.9,2.4,0.1,0.7,0.446,0.341,0.499,0.503,0.804,127.0,173.0,51.0,14.0,102.0,640.0
18459,2007.0,Jerome James,C,31.0,NYK,41.0,5.1,0.43700000000000006,9.2,19.4,14.4,1.8,1.2,4.4,20.9,-0.2,-8.3,-0.4,0.418,,0.418,0.418,0.556,66.0,3.0,6.0,15.0,23.0,76.0
18460,2007.0,LeBron James,SF,22.0,CLE,78.0,24.5,0.552,3.0,16.6,9.6,29.1,2.1,1.3,11.5,13.7,7.4,7.6,0.47600000000000003,0.319,0.513,0.507,0.698,526.0,470.0,125.0,55.0,250.0,2132.0
18461,2007.0,Mike James,PG,31.0,MIN,82.0,13.3,0.528,1.5,7.8,4.7,23.7,1.4,0.3,14.1,2.8,-2.3,-0.2,0.42200000000000004,0.37200000000000005,0.445,0.479,0.8370000000000001,163.0,297.0,55.0,7.0,129.0,828.0
18462,2007.0,Antawn Jamison,PF,30.0,WAS,70.0,18.4,0.545,5.6,19.0,12.1,8.8,1.5,1.0,7.5,6.8,0.9,1.9,0.45,0.364,0.49200000000000005,0.51,0.736,562.0,136.0,80.0,36.0,104.0,1388.0
18463,2007.0,Marko Jaric,SG,28.0,MIN,70.0,9.6,0.51,4.3,9.7,7.1,14.1,2.5,0.8,19.5,1.5,-0.8,0.5,0.418,0.376,0.433,0.46799999999999997,0.7609999999999999,184.0,145.0,75.0,16.0,88.0,371.0
18464,2007.0,Sarunas Jasikevicius,SG-PG,30.0,TOT,63.0,12.4,0.531,1.7,6.4,4.0,28.3,1.3,0.1,19.8,1.1,-4.5,-0.6,0.39799999999999996,0.33799999999999997,0.43799999999999994,0.466,0.905,69.0,172.0,26.0,1.0,90.0,386.0
18465,2007.0,Sarunas Jasikevicius,SG,30.0,IND,37.0,12.9,0.5479999999999999,1.7,6.7,4.2,28.4,1.0,0.0,19.1,1.0,-3.8,-0.3,0.41200000000000003,0.37200000000000005,0.43700000000000006,0.484,0.922,48.0,111.0,13.0,0.0,59.0,273.0
18466,2007.0,Sarunas Jasikevicius,PG,30.0,GSW,26.0,11.3,0.493,1.7,5.8,3.7,28.0,2.0,0.2,21.3,0.2,-6.0,-0.3,0.366,0.273,0.439,0.426,0.871,21.0,61.0,13.0,1.0,31.0,113.0
18467,2007.0,Al Jefferson,C,22.0,BOS,69.0,19.8,0.547,12.0,27.4,19.5,7.2,1.1,3.5,11.8,6.6,0.6,1.5,0.514,0.0,0.514,0.514,0.6809999999999999,756.0,88.0,48.0,106.0,136.0,1107.0
18468,2007.0,Richard Jefferson,SF,26.0,NJN,55.0,13.8,0.555,2.9,11.5,7.2,13.1,0.9,0.3,12.9,3.4,-1.8,0.1,0.456,0.359,0.483,0.495,0.733,240.0,148.0,34.0,8.0,120.0,897.0
18469,2007.0,Jared Jeffries,SF,25.0,NYK,55.0,8.6,0.473,10.2,11.4,10.8,7.9,1.8,1.8,20.5,1.2,0.3,0.8,0.461,0.1,0.5,0.466,0.456,238.0,67.0,44.0,30.0,61.0,223.0
18470,2007.0,Alexander Johnson,PF,23.0,MEM,59.0,13.2,0.588,7.9,20.8,14.4,3.6,1.7,3.5,17.5,1.3,-2.7,-0.1,0.5379999999999999,,0.5379999999999999,0.5379999999999999,0.6609999999999999,181.0,17.0,25.0,35.0,47.0,260.0
18471,2007.0,Amir Johnson,PF,19.0,DET,8.0,20.6,0.6,14.4,21.1,17.7,4.1,2.2,8.1,18.7,0.5,2.7,0.1,0.545,0.0,0.6,0.545,0.7859999999999999,37.0,3.0,5.0,13.0,9.0,47.0
18472,2007.0,Anthony Johnson,PG,32.0,TOT,67.0,9.9,0.48,2.1,7.3,4.7,24.9,1.4,0.2,17.0,1.2,-4.1,-0.7,0.414,0.342,0.433,0.45,0.754,101.0,201.0,33.0,3.0,76.0,355.0
18473,2007.0,Anthony Johnson,PG,32.0,DAL,40.0,9.3,0.479,2.9,7.3,5.1,21.2,1.5,0.1,16.3,0.8,-2.7,-0.1,0.41100000000000003,0.379,0.419,0.449,0.7240000000000001,48.0,78.0,16.0,1.0,31.0,152.0
18474,2007.0,Anthony Johnson,PG,32.0,ATL,27.0,10.3,0.48100000000000004,1.4,7.3,4.3,27.7,1.2,0.2,17.6,0.4,-5.1,-0.6,0.41600000000000004,0.318,0.444,0.452,0.7809999999999999,53.0,123.0,17.0,2.0,45.0,203.0
18475,2007.0,DerMarr Johnson,SF,26.0,DEN,39.0,6.1,0.414,2.7,12.5,7.7,6.0,1.9,2.1,14.2,-0.3,-5.3,-0.3,0.325,0.21600000000000003,0.47,0.386,0.762,57.0,17.0,16.0,12.0,27.0,135.0
18476,2007.0,Joe Johnson,SG,25.0,ATL,57.0,19.5,0.5579999999999999,2.7,9.6,6.1,21.8,1.4,0.4,12.1,5.1,1.6,2.1,0.47100000000000003,0.381,0.504,0.523,0.748,239.0,249.0,60.0,11.0,176.0,1426.0
18477,2007.0,Linton Johnson,PF,26.0,NOK,54.0,14.0,0.5479999999999999,8.2,18.2,13.1,4.0,2.4,2.0,11.6,1.9,-0.4,0.3,0.489,0.33299999999999996,0.519,0.516,0.8109999999999999,163.0,18.0,33.0,18.0,27.0,226.0
18478,2007.0,Bobby Jones,SF,23.0,PHI,44.0,9.4,0.495,7.9,12.5,10.2,7.8,1.7,0.2,13.9,0.3,-4.1,-0.2,0.462,0.111,0.5,0.46799999999999997,0.561,57.0,16.0,11.0,1.0,18.0,110.0
18479,2007.0,Dahntay Jones,SG,26.0,MEM,78.0,9.6,0.542,3.4,7.6,5.5,6.6,1.2,1.0,14.6,0.7,-4.1,-0.9,0.47700000000000004,0.41700000000000004,0.479,0.483,0.7929999999999999,153.0,68.0,39.0,22.0,92.0,583.0
18480,2007.0,Damon Jones,PG,30.0,CLE,60.0,10.2,0.525,0.9,5.8,3.3,12.7,0.7,0.1,8.8,2.4,-2.1,0.0,0.386,0.385,0.387,0.511,0.682,66.0,94.0,16.0,2.0,36.0,393.0
18481,2007.0,Dwayne Jones,PF,23.0,CLE,4.0,-0.5,0.41200000000000003,6.3,33.1,19.4,0.0,0.0,0.0,35.5,0.0,-17.3,-0.1,0.0,,0.0,0.0,0.5,6.0,0.0,0.0,0.0,2.0,3.0
18482,2007.0,Eddie Jones,SG,35.0,TOT,64.0,12.3,0.542,2.3,11.6,7.1,10.9,2.2,0.5,9.4,3.1,0.7,1.1,0.42200000000000004,0.35100000000000003,0.5,0.514,0.787,190.0,109.0,68.0,10.0,47.0,493.0
18483,2007.0,Eddie Jones,SG,35.0,MEM,29.0,8.6,0.485,3.0,10.0,6.5,9.1,2.0,0.3,12.2,0.2,-2.5,-0.1,0.377,0.297,0.455,0.45,0.735,61.0,33.0,22.0,2.0,23.0,161.0
18484,2007.0,Eddie Jones,SG,35.0,MIA,35.0,14.3,0.574,2.0,12.5,7.4,11.9,2.4,0.6,7.7,3.0,2.4,1.1,0.446,0.37799999999999995,0.528,0.55,0.8290000000000001,129.0,76.0,46.0,8.0,24.0,332.0
18485,2007.0,Fred Jones,SG,27.0,TOT,63.0,10.0,0.501,2.1,8.4,5.2,12.8,1.9,0.9,14.0,1.2,-1.9,0.0,0.385,0.305,0.429,0.439,0.833,115.0,108.0,48.0,16.0,67.0,412.0
18486,2007.0,Fred Jones,SG,27.0,TOR,39.0,9.9,0.516,2.1,9.0,5.5,9.6,1.8,1.1,14.8,0.8,-1.6,0.1,0.386,0.317,0.43200000000000005,0.45,0.83,82.0,55.0,30.0,12.0,50.0,297.0
18487,2007.0,Fred Jones,SG,27.0,POR,24.0,10.3,0.466,1.9,7.3,4.6,18.9,2.2,0.7,12.1,0.4,-2.4,0.0,0.384,0.259,0.424,0.415,0.846,33.0,53.0,18.0,4.0,17.0,115.0
18488,2007.0,James Jones,SF,26.0,PHO,76.0,10.8,0.51,2.9,11.5,7.5,4.5,1.0,2.1,5.6,2.2,-1.0,0.4,0.368,0.37799999999999995,0.35600000000000004,0.47,0.877,176.0,45.0,28.0,42.0,28.0,485.0
18489,2007.0,Jumaine Jones,SF,27.0,PHO,18.0,3.2,0.386,5.3,13.7,9.7,1.0,1.8,0.5,11.9,-0.2,-7.9,-0.2,0.275,0.313,0.21100000000000002,0.373,1.0,23.0,1.0,5.0,1.0,7.0,40.0
18490,2007.0,Solomon Jones,PF,22.0,ATL,58.0,12.3,0.5870000000000001,8.7,15.9,12.3,2.7,0.9,4.9,13.4,1.6,-2.5,-0.1,0.508,0.0,0.512,0.508,0.787,136.0,11.0,11.0,42.0,25.0,189.0
18491,2007.0,Chris Kaman,C,24.0,LAC,75.0,12.9,0.502,8.9,23.3,16.2,6.1,1.0,4.1,16.4,2.9,-2.5,-0.3,0.451,0.0,0.452,0.451,0.741,588.0,79.0,41.0,116.0,147.0,754.0
18492,2007.0,Jason Kapono,SF,25.0,MIA,67.0,13.8,0.613,1.8,10.0,6.0,7.9,1.1,0.1,10.5,4.2,-0.7,0.6,0.494,0.514,0.48200000000000004,0.59,0.892,180.0,81.0,38.0,2.0,70.0,730.0
18493,2007.0,Viktor Khryapa,PF,24.0,CHI,33.0,9.5,0.44799999999999995,10.0,18.1,14.1,13.9,2.2,0.3,16.4,0.4,-1.9,0.0,0.386,0.0,0.42200000000000004,0.386,0.731,57.0,21.0,10.0,1.0,16.0,73.0
18494,2007.0,Jason Kidd,PG,33.0,NJN,80.0,19.4,0.516,5.5,20.8,13.2,41.4,2.3,0.6,17.4,9.3,5.0,5.2,0.406,0.34299999999999997,0.44799999999999995,0.475,0.778,655.0,736.0,127.0,23.0,213.0,1041.0
18495,2007.0,Tarence Kinsey,SG,22.0,MEM,48.0,13.0,0.532,3.6,8.4,6.0,7.0,2.8,0.1,11.7,0.9,-2.4,-0.1,0.457,0.28300000000000003,0.488,0.479,0.7959999999999999,97.0,41.0,53.0,1.0,46.0,369.0
18496,2007.0,Andrei Kirilenko,SF,25.0,UTA,70.0,14.3,0.5579999999999999,5.2,14.3,9.8,14.5,1.9,5.8,20.5,4.4,4.0,3.1,0.47100000000000003,0.213,0.528,0.49,0.728,329.0,202.0,74.0,144.0,135.0,584.0
18497,2007.0,Linas Kleiza,PF,22.0,DEN,79.0,11.1,0.561,5.9,14.1,10.1,4.5,0.9,0.7,12.9,2.8,-2.3,-0.1,0.42200000000000004,0.376,0.462,0.509,0.852,266.0,45.0,28.0,14.0,79.0,598.0
18498,2007.0,Brevin Knight,PG,31.0,CHA,45.0,14.3,0.48700000000000004,1.3,9.7,5.3,37.5,2.7,0.2,18.5,1.8,-2.4,-0.1,0.419,0.055999999999999994,0.43799999999999994,0.42,0.805,115.0,296.0,67.0,3.0,95.0,408.0
18499,2007.0,Yaroslav Korolev,SF,19.0,LAC,10.0,8.0,0.322,2.9,5.8,4.4,15.4,3.9,0.0,5.1,0.0,-6.8,-0.1,0.25,0.2,0.273,0.281,0.5,3.0,4.0,3.0,0.0,1.0,12.0
18500,2007.0,Kyle Korver,SF,25.0,PHI,74.0,14.2,0.569,1.6,12.0,6.8,8.0,1.3,0.7,11.1,4.6,-0.5,0.9,0.44,0.43,0.446,0.518,0.914,259.0,105.0,57.0,20.0,117.0,1067.0
18501,2007.0,Nenad Krstic,C,23.0,NJN,26.0,16.9,0.5660000000000001,7.1,17.3,12.2,10.2,0.6,2.2,12.1,1.9,-1.5,0.1,0.526,0.0,0.528,0.526,0.711,176.0,46.0,10.0,24.0,52.0,426.0
18502,2007.0,Raef LaFrentz,PF,30.0,POR,27.0,8.7,0.441,8.7,16.2,12.4,3.7,1.1,2.5,10.3,0.2,-4.5,-0.2,0.382,0.087,0.46799999999999997,0.392,0.769,70.0,8.0,7.0,11.0,13.0,100.0
18503,2007.0,James Lang,C,23.0,WAS,11.0,6.6,0.491,10.2,12.9,11.5,5.2,0.0,4.2,15.2,0.1,-4.0,0.0,0.444,,0.444,0.444,0.6,11.0,2.0,0.0,3.0,2.0,11.0
18504,2007.0,David Lee,PF,23.0,NYK,58.0,20.2,0.652,13.6,27.6,20.7,10.2,1.5,1.1,16.2,6.9,3.8,2.5,0.6,,0.6,0.6,0.815,602.0,104.0,48.0,23.0,92.0,621.0
18505,2007.0,Rashard Lewis,SF,27.0,SEA,60.0,20.7,0.5870000000000001,4.6,15.7,10.1,10.8,1.5,1.3,9.4,7.6,3.3,3.1,0.461,0.39,0.505,0.536,0.841,396.0,145.0,68.0,39.0,118.0,1342.0
18506,2007.0,Randy Livingston,PG,31.0,SEA,4.0,-1.2,0.0,4.6,0.0,2.3,20.0,0.0,0.0,25.0,-0.1,-11.8,-0.1,0.0,,0.0,0.0,,1.0,4.0,0.0,0.0,1.0,0.0
18507,2007.0,Shaun Livingston,PG,21.0,LAC,54.0,13.7,0.503,4.2,9.4,6.8,28.3,1.9,1.4,17.8,2.4,-0.9,0.5,0.46299999999999997,0.313,0.469,0.469,0.7070000000000001,184.0,274.0,59.0,29.0,108.0,503.0
18508,2007.0,Kyle Lowry,PG,20.0,MEM,10.0,18.3,0.556,8.2,13.0,10.6,27.3,4.1,0.4,19.3,0.5,3.3,0.2,0.368,0.375,0.36700000000000005,0.408,0.893,31.0,32.0,14.0,1.0,12.0,56.0
18509,2007.0,John Lucas,PG,24.0,HOU,47.0,11.8,0.46799999999999997,2.7,8.1,5.4,15.1,2.3,0.0,8.4,0.6,-2.9,-0.1,0.397,0.254,0.485,0.446,0.789,36.0,33.0,17.0,0.0,15.0,154.0
18510,2007.0,Tyronn Lue,PG,29.0,ATL,56.0,14.1,0.534,1.5,7.0,4.2,23.9,0.9,0.0,12.5,2.5,-3.2,-0.4,0.41600000000000004,0.348,0.446,0.469,0.883,104.0,201.0,24.0,0.0,85.0,636.0
